,년월,최고기온,최저기온,평균기온,평균운량,일강수량,상대습도,평균평속
121,2000-02-01,2.6,-5.8,-1.7,3.2,2.1,55.7,2.7
122,2000-03-01,11.4,1.7,6.3,3.9,3.1,55.2,3
123,2000-04-01,16.9,7.3,11.9,5,30.7,55.8,2.9
124,2000-05-01,22.7,12.9,17.5,6,75.2,66.4,2.3
125,2000-06-01,29.2,19.1,23.7,6,68.1,65,1.9
126,2000-07-01,31,23.1,26.8,6.8,114.7,73.5,2.1
127,2000-08-01,30,22.9,26.2,6.6,599.4,79,1.7
128,2000-09-01,24.8,17.1,20.7,6,178.5,70.9,1.7
129,2000-10-01,19.2,10.7,14.9,4.7,18.1,64.1,1.5
130,2000-11-01,11.1,2.7,7,4.3,27.1,56.9,1.8
131,2000-12-01,4.9,-2.9,0.9,4,27,57.6,2.2
132,2001-01-01,-0.8,-7.8,-4.2,4.1,39.4,62.1,2.2
133,2001-02-01,3.7,-3.7,-0.3,4.4,45.7,60,2.1
134,2001-03-01,9.6,0.9,5,4.4,18.1,51.4,2.8
135,2001-04-01,19.2,8.7,13.6,4.2,12.3,50,2.5
136,2001-05-01,24.7,14.8,19.1,5.1,16.5,60.9,2.1
137,2001-06-01,27.1,19.2,22.5,6.6,157.4,70.7,1.6
138,2001-07-01,29.9,22.9,25.9,7.2,698.4,75.7,1.4
139,2001-08-01,30.8,22.8,26.5,4.8,252,68.9,1
140,2001-09-01,27.5,17.9,22.5,3.9,49.3,58.1,1.2
141,2001-10-01,21,12.4,16.5,3.9,68.2,65.3,1.3
142,2001-11-01,11.5,2.9,7,2.7,13,58.3,1.7
143,2001-12-01,3.4,-4,-0.6,3.1,15.7,49.3,2.1
144,2002-01-01,3.9,-2.9,0.3,4.1,37.4,63.3,2.3
145,2002-02-01,7.1,-0.8,2.9,3.8,2.4,54.7,2
146,2002-03-01,12.4,3.6,7.6,4.3,31.5,54.5,2.1
147,2002-04-01,18.6,8.8,13.6,3.8,155.1,53.1,2.3
148,2002-05-01,23.5,13.3,18.2,4.8,58,62,2.3
149,2002-06-01,27.3,17.9,22.2,4.5,61.4,61.5,2
150,2002-07-01,28.8,22.2,25.2,7.1,220.6,74.3,2.1
151,2002-08-01,27.5,21.4,24.2,8.1,688,78.8,2
152,2002-09-01,26.1,17.8,21.6,4.8,61.1,66.7,1.6
153,2002-10-01,17.7,8.8,12.8,3.7,45,60.4,2
154,2002-11-01,8,0.3,4,3.7,12.5,55.5,2.4
155,2002-12-01,5.3,-1.6,1.7,5,15,59.5,2.2
156,2003-01-01,1.1,-5.8,-2.6,3.8,14.1,60.3,2.5
157,2003-02-01,6.6,-0.7,2.7,4.6,39.6,61.8,2.2
158,2003-03-01,10.6,2.9,6.5,5.4,26.8,58,2.3
159,2003-04-01,17.9,9,13.2,5.4,139.6,59.6,2.5
160,2003-05-01,25,14.4,19.6,4.4,106,56.7,1.8
161,2003-06-01,25.8,18,21.5,6.7,156,68.7,2
162,2003-07-01,27.7,20.7,23.8,7.6,469.8,74.9,1.8
163,2003-08-01,27.6,21.3,24.1,7.6,684.2,76.9,1.4
164,2003-09-01,24.9,17.5,20.9,6.3,258.2,72.4,1.1
165,2003-10-01,19,9.6,13.9,3.4,41.5,61,2
166,2003-11-01,13.5,5.9,9.5,5.4,69.3,66.1,2
167,2003-12-01,4.4,-2.8,0.7,3.1,6.9,58.7,2.4
168,2004-01-01,2.1,-4.9,-1.6,3.3,19.8,59.3,2.1
169,2004-02-01,6.9,-1.6,2.3,3.5,54.6,55.8,2.9
170,2004-03-01,11.1,2.1,6.3,3.9,27.6,49,2.7
171,2004-04-01,18.3,8.5,13.1,3.9,74.1,50.8,2.7
172,2004-05-01,22.2,13.7,17.6,5.8,168.5,67.6,2.6
173,2004-06-01,27.7,19.3,23.2,6.4,138.1,64.1,2.1
174,2004-07-01,27.7,22.3,24.8,7.8,510.7,81.7,2.3
175,2004-08-01,30.2,22.8,26.1,6,193.3,70.4,2.4
176,2004-09-01,26.3,17.8,21.7,5.5,198.7,68.7,2.2
177,2004-10-01,20.8,10.3,15.2,2.4,6.5,54.3,2
178,2004-11-01,13.4,5.3,9.1,3.7,80,65.7,2
179,2004-12-01,5.8,-1.4,1.9,3,27.2,56.3,2.2
180,2005-01-01,1.5,-6.2,-2.5,2.7,4.5,52.2,2.4
181,2005-02-01,2.2,-5.5,-1.9,3.5,17.2,49.4,2.8
182,2005-03-01,8.8,0.2,4.1,3.8,12.5,54.3,2.9
183,2005-04-01,18.1,8.9,13.2,4.3,94.7,53,3
184,2005-05-01,22.9,13,17.7,4.1,85.8,55.1,2.4
185,2005-06-01,27.3,19.1,22.7,6.3,168.5,68.9,2.4
186,2005-07-01,28.8,22.7,25.3,7.2,269.4,76.3,2.2
187,2005-08-01,28.7,22.4,25.1,6.9,285,75.4,2.6
188,2005-09-01,25.7,18.6,21.8,6.4,313.3,70.6,2.3
189,2005-10-01,19.4,10.7,14.7,3.4,52.6,64.6,1.7
190,2005-11-01,12.9,4.6,8.6,2.9,44.6,55.1,2.2
191,2005-12-01,-0.1,-7.4,-3.9,2.2,10.3,51.4,2.5
192,2006-01-01,3.4,-3.3,-0.2,4,34.3,56.4,2.1
193,2006-02-01,4.2,-4.1,0.1,4.3,15.7,52.7,2.6
194,2006-03-01,9.9,0.9,5.2,4.2,14,50.4,2.9
195,2006-04-01,16.2,7.7,11.6,5.9,51.8,54.9,3
196,2006-05-01,23.4,14,18.4,5.2,156.2,57.3,2.5
