,년월,최고기온,최저기온,평균기온,평균운량,일강수량,상대습도,평균평속
89,1997/6,28.5,17.5,22.8,5.0,267.5,72.7,1.3
90,1997/7,29.7,21.7,25.6,6.8,424.2,80.0,1.3
91,1997/8,30.8,22.0,26.0,5.3,463.5,79.7,1.9
92,1997/9,26.1,14.8,20.1,3.8,30.2,71.0,1.4
93,1997/10,20.1,6.8,13.4,2.3,7.7,63.3,1.5
94,1997/11,14.5,3.7,8.6,4.8,168.2,72.1,1.2
95,1997/12,6.9,-2.6,1.8,4.5,44.5,68.8,1.2
96,1998/1,3.7,-5.2,-0.9,5.5,33.3,68.4,1.4
97,1998/2,9.1,-1.4,3.5,4.3,36.3,61.6,2.0
98,1998/3,14.0,1.3,7.3,4.3,31.1,53.5,1.9
99,1998/4,21.7,10.8,15.7,6.0,154.3,70.5,1.7
100,1998/5,24.6,12.7,18.6,5.9,119.5,65.5,1.5
101,1998/6,25.7,17.0,21.0,6.9,297.2,78.5,1.8
102,1998/7,29.1,21.9,25.0,7.3,256.1,82.4,2.4
103,1998/8,29.6,21.9,25.3,7.4,781.7,86.4,1.4
104,1998/9,27.9,17.7,22.3,5.4,254.7,77.9,1.3
105,1998/10,22.2,11.3,16.2,4.8,71.5,77.2,1.2
106,1998/11,14.1,2.0,7.5,3.5,31.6,67.0,1.3
107,1998/12,8.5,-3.0,2.2,3.0,2.7,62.7,1.0
108,1999/1,5.3,-5.2,-0.3,3.7,1.8,62.7,1.4
109,1999/2,6.6,-4.0,1.2,3.8,12.2,62.4,1.5
110,1999/3,12.5,0.5,6.4,5.6,79.4,56.5,1.4
111,1999/4,20.2,7.2,13.7,4.5,103.0,59.1,1.6
112,1999/5,23.6,11.5,17.5,3.8,116.8,64.3,1.9
113,1999/6,28.4,17.3,22.7,5.0,245.7,69.2,1.3
114,1999/7,29.1,21.6,25.0,6.4,137.8,78.5,2.4
115,1999/8,29.9,22.1,25.6,6.5,203.0,82.0,1.9
116,1999/9,27.1,19.2,22.6,6.5,359.5,84.6,1.6
117,1999/10,19.8,8.6,13.7,4.8,171.6,78.1,1.2
118,1999/11,13.6,2.5,7.5,4.3,16.5,71.2,1.1
119,1999/12,6.2,-4.1,0.8,3.5,7.9,70.8,1.3
120,2000/1,3.3,-5.2,-1.2,5.3,27.5,69.9,2.4
121,2000/2,4.5,-6.0,-1.1,3.9,4.1,56.8,2.7
122,2000/3,13.1,-0.1,6.1,3.7,17.8,54.6,3.2
123,2000/4,18.4,5.9,11.9,4.8,67.8,50.7,3.6
124,2000/5,23.6,11.8,17.2,5.4,54.3,64.3,3.2
125,2000/6,27.6,17.8,22.2,6.6,238.3,71.7,2.9
126,2000/7,30.8,21.9,25.6,6.7,470.1,77.4,3.1
127,2000/8,30.5,22.6,25.8,6.6,473.6,79.3,3.3
128,2000/9,24.7,16.2,19.9,6.7,263.2,77.9,3.4
129,2000/10,21.0,9.3,14.5,4.9,24.6,71.8,1.4
130,2000/11,12.8,1.7,6.6,4.2,44.6,67.1,1.5
131,2000/12,7.2,-3.7,1.4,3.9,21.6,62.4,1.6
132,2001/1,2.4,-6.6,-2.2,5.0,61.2,67.9,1.9
133,2001/2,6.3,-3.5,0.9,4.6,70.0,63.7,1.7
134,2001/3,12.5,0.1,5.9,4.5,16.0,54.3,2.5
135,2001/4,21.3,6.7,13.7,4.2,20.4,50.9,2.7
136,2001/5,25.8,14.1,19.5,5.1,30.2,59.8,2.6
137,2001/6,28.0,18.9,23.0,7.2,234.2,70.0,2.2
138,2001/7,30.6,22.6,26.1,6.7,171.0,76.7,2.0
139,2001/8,31.0,21.6,25.8,4.8,78.1,71.2,2.1
140,2001/9,28.1,16.5,21.8,4.2,25.2,63.5,2.4
141,2001/10,21.4,11.1,15.7,5.1,91.2,73.1,1.7
142,2001/11,12.7,1.0,6.4,3.6,10.8,66.8,1.5
143,2001/12,5.0,-4.5,0.0,4.2,20.4,64.4,1.7
144,2002/1,6.3,-2.3,1.7,4.9,92.1,67.7,2.4
145,2002/2,8.4,-2.7,2.4,3.4,12.0,59.0,1.8
146,2002/3,15.0,2.8,8.6,3.9,33.5,54.7,2.5
147,2002/4,20.9,8.7,14.8,4.9,155.5,54.2,2.8
148,2002/5,23.5,13.1,18.1,5.6,130.5,64.6,2.4
149,2002/6,27.8,17.5,22.6,4.7,55.4,63.1,2.1
150,2002/7,29.6,22.8,25.8,6.7,149.1,75.1,2.3
151,2002/8,27.9,22.1,24.6,8.0,538.8,81.8,2.1
